Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Baird T.","56400500600;","Knowledge of practice: A multi-sited event ethnography of border security fairs in Europe and North America",2017,"Security Dialogue","48","3",,"187","205",,12,"10.1177/0967010617691656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020118759&doi=10.1177%2f0967010617691656&partnerID=40&md5=db3046c58c8688a67b5a639037d8b984","Vrije Universiteit Amsterdam, Netherlands","Baird, T., Vrije Universiteit Amsterdam, Netherlands","This article takes the reader inside four border security fairs in Europe and North America to examine the knowledge practices of border security professionals. Building on the border security as practice research agenda, the analysis focuses on the production, circulation, and consumption of scarce forms of knowledge. To explore situated knowledge of border security practices, I develop an approach to multi-sited event ethnography to observe and interpret knowledge that may be hard to access at the security fairs. The analysis focuses on mechanisms for disseminating and distributing scarce forms of knowledge, technological materializations of situated knowledge, expressions of transversal knowledge of security problems, how masculinities structure knowledge in gendered ways, and how unease is expressed through imagined futures in order to anticipate emergent solutions to proposed security problems. The article concludes by reflecting on the contradictions at play at fairs and how to address such contradictions through alternative knowledges and practices. © 2017, © The Author(s) 2017.","Border security; critical anthropology of security; practice; security fairs; security industry",,,,,,,,,,,,,"Baird, T.; Vrije Universiteit Amsterdam, De Boelelaan 1105, Netherlands; email: t.e.baird@vu.nl",,"SAGE Publications Ltd",09670106,,SDIAE,,"English","Secur. Dialogue",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85020118759
"Dijstelbloem H., van Reekum R., Schinkel W.","56159424200;38863146600;6603689247;","Surveillance at sea: The transactional politics of border control in the Aegean",2017,"Security Dialogue","48","3",,"224","240",,24,"10.1177/0967010617695714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020118309&doi=10.1177%2f0967010617695714&partnerID=40&md5=7af91e60741ec6363bafec87dee3b888","University of Amsterdam, Netherlands; Erasmus University Rotterdam, Netherlands","Dijstelbloem, H., University of Amsterdam, Netherlands; van Reekum, R., Erasmus University Rotterdam, Netherlands; Schinkel, W., Erasmus University Rotterdam, Netherlands","The relationship between vision and action is a key element of both practices and conceptualizations of border surveillance in Europe. This article engages with what we call the ‘operative vision’ of surveillance at sea, specifically as performed by the border control apparatus in the Aegean. We analyse the political consequences of this operative vision by elaborating on three examples of fieldwork conducted in the Aegean and on the islands of Chios and Lesbos. One of the main aims is to bring the figure of the migrant back into the study of border technologies. By combining insights from science and technology studies with border, mobility and security studies, the article distinguishes between processes of intervention, mobilization and realization and emphasizes the role of migrants in their encounter with surveillance operations. Two claims are brought forward. First, engaging with recent scholarly work on the visual politics of border surveillance, we circumscribe an ongoing ‘transactional politics’. Second, the dynamic interplay between vision and action brings about a situation of ‘recalcitrance’, in which mobile objects and subjects of various kinds are drawn into securitized relations, for instance in encounters between coast guard boats and migrant boats at sea. Without reducing migrants to epiphenomena of those relations, this recalcitrance typifies the objects of surveillance as both relatable as well as resistant, particularly in the tensions between border control and search and rescue. © 2017, © The Author(s) 2017.","Aegean; border surveillance; irregular migration; politics; visualization",,"Seventh Framework Programme, FP7: 283679",,,,,,,,,,,"Dijstelbloem, H.; University of Amsterdam, Oude Turfmarkt 141, Netherlands; email: H.O.Dijstelbloem@uva.nl",,"SAGE Publications Ltd",09670106,,SDIAE,,"English","Secur. Dialogue",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85020118309
"Luna-Reyes L.F., Derrick D.C., Langhals B., Nunamaker J.F., Jr.","6507246484;26323440300;55843539600;7005361041;","Collaborative cross-border security infrastructure and systems: Identifying policy, managerial and technological challenges",2017,"Remote Work and Collaboration: Breakthroughs in Research and Practice","2-2",,,"640","658",,,"10.4018/978-1-5225-1918-8.ch033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021377740&doi=10.4018%2f978-1-5225-1918-8.ch033&partnerID=40&md5=04c8286138dbcbf2bb965032286c9749","Universidad de las Américas Puebla, Mexico; University of Nebraska at Omaha, United States; United States Air Force, United States; The University of ArizonaAZ, United States","Luna-Reyes, L.F., Universidad de las Américas Puebla, Mexico; Derrick, D.C., University of Nebraska at Omaha, United States; Langhals, B., United States Air Force, United States; Nunamaker, J.F., Jr., The University of ArizonaAZ, United States","A long-standing problem in the US-Mexico bilateral agenda is migration. Although both countries have important agreements to promote economic exchange and trade, the events of 9/11 and other acts of terrorism have increased concerns about border security. Since the US-Mexico border is one of the most important borders in the world in terms of activity, securing it without interfering with the legitimate flow of people and goods, poses an important challenge. The purpose of this paper is to propose conceptual frameworks and models to facilitate collaboration across national borders, by discussing and considering key factors for collaborative US-Mexico Border Security Infrastructure and Systems. Border security technical solutions pose an interesting domain because there are a myriad of concerns (e.g., political, economic, social and cultural) outside the technical implementation that must be deliberated and examined. In this conceptual study, unique aspects of trust, governance, information sharing, culture, and technical infrastructure are identified as the key ingredients in a cross-border collaboration effort. A bi-national organizational network appears to be an effective institutional design to develop a better understanding of the problem, as well as required policies and technologies. This approach is consistent with experiments, research, and conclusions found in the European Union. © 2017 by IGI Global. All rights reserved.",,,,,,,,,,,,,,"Luna-Reyes, L.F.; Universidad de las Américas PueblaMexico",,"IGI Global",,9781522519195; 1522519181; 9781522519188,,,"English","Remote Work and Collab.: Breakthroughs in Res. and Pract.",Book Chapter,"Final","",Scopus,2-s2.0-85021377740
"Maxine Most C.","57212527338;","The US-VISIT program",2017,"Digital Identity Management: Technological, Business and Social Implications",,,,"153","162",,,"10.4324/9781315257792-24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076973162&doi=10.4324%2f9781315257792-24&partnerID=40&md5=4dea9076f83196c9274b63345b0324cd",,"Maxine Most, C.","The United States Visitor and Immigrant Status Indicator Technology (USVISIT) program is the first large-scale implementation of biometrics with global implications. The program was established to improve United States border security by creating an integrated system that tracks the entrance and exits of all foreign nationals who travel to the United States. The initial plans for an automated entry and exit control system originated in 1996 with the United States Illegal Immigration Reform and Immigrant Responsibility Act. It was, however, the unique circumstances created by the events of 9/11 that provided the impetus and momentum that allowed the United States to aggressively pursue an updated version of this program – US-VISIT – with liĴle pushback from inside or outside the country. With the US-VISIT program, the United States has staked its claim in driving global adoption of biometrics for border control, accelerating the adoption of biometrics and other identification-related technologies for this purpose as it drives national programs across Europe, Asia, Latin America and the Middle East. © 2007 David G.W. Birch. All rights reserved.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781351944120; 9780566086793,,,"English","Digital Identity Management: Technological, Bus. and Soc. Implications",Book Chapter,"Final","",Scopus,2-s2.0-85076973162
"Gros V., De Goede M., Işleyen B.","57194106706;6603594371;56111246600;","The snowden files made public: A material politics of contesting surveillance",2017,"International Political Sociology","11","1",,"73","89",,9,"10.1093/ips/olw031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018767769&doi=10.1093%2fips%2folw031&partnerID=40&md5=44fd3ba20a46d18cbb9046d78f481816","University of Amsterdam, Netherlands","Gros, V., University of Amsterdam, Netherlands; De Goede, M., University of Amsterdam, Netherlands; Işleyen, B., University of Amsterdam, Netherlands","In the wake of the disclosures by Edward Snowden about NSA surveillance practices, a series of public hearings was held before the Civil Liberties, Justice, and Home Affairs (LIBE) Committee of the European Parliament in 2013-2014. These hearings offer a wealth of information concerning the details of Snowden's claims, their implications for privacy rights, and the way in which the transatlantic political dialogue on these issues is unfolding. However, they have yet to receive academic attention. This article suggests that the LIBE Hearings were an important platform that rendered the contested Snowden files into public evidence of contemporary surveillance practices. Drawing on the concept of ""material publics"" proposed by Noortje Marres and others, we examine how the material setting of LIBE was crucial to the ways in which the Snowden files were made public in Europe. Valid evidence was produced, legal issues were identified, technological solutions were fostered, and responsibilities were enacted and denied.",,,"Horizon 2020 Framework Programme, H2020; European Research Council, ERC: 682317","Many thanks to participants at the ""Foucault and European Studies"" workshop at Kiel University for their comments and suggestions, especially Luis Lobo-Guerrero and Didier Bigo. Two anonymous reviewers for IPS offered valuable comments. Financial support is acknowledged from the European Research Council (ERC), CoG-682317.",,,,,,,,,,,,"Oxford University Press",17495679,,,,"English","Int. J. Polit. Sociol.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85018767769
"Visser W., Schwaninger A., Hardmeier D., Flisch A., Costin M., Vienne C., Sukowski F., Hassler U., Dorion I., Marciano A., Koomen G., Slegt M., Canonica A.C.","57192308554;6602223380;8318325700;6603480548;35812098900;57190939950;24170167300;24385421200;16635592400;57193207998;56205896400;12787083600;57192312516;","Automated comparison of X-ray images for cargo scanning",2017,"Proceedings - International Carnahan Conference on Security Technology",,,"7815714","","",,2,"10.1109/CCST.2016.7815714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011660187&doi=10.1109%2fCCST.2016.7815714&partnerID=40&md5=d3a8ae2ed4609c580518a2da379b8af9","Center for Adaptive Security Research and Applications, CASRA, Zürich, 8050, Switzerland; School of Applied Psychology, University of Applied Sciences, Arts Northwestern Switzerland, Olten, 4600, Switzerland; Center for X-ray Analytics, Swiss Federal Laboratories for Materials Science and Technology (EMPA), Dübendorf, 8600, Switzerland; Department of Imaging and Simulation for Non-Destructive Testing, CEA-LIST, 91191, Gif sur Yvette, France; Development Center for X-ray Technology (EZRT), Fraunhofer Institute for Integrated Circuits IIS, Fürth, 90768, Germany; Smiths Detection (SH), Vitry sur Seine, 94405, France; Dutch Customs Laboratory, Dutch Tax and Customs Administration (DTCA), Heerlen, 6401, Netherlands; Swiss Federal Customs Administration (FCA), Bern, 3003, Switzerland","Visser, W., Center for Adaptive Security Research and Applications, CASRA, Zürich, 8050, Switzerland; Schwaninger, A., Center for Adaptive Security Research and Applications, CASRA, Zürich, 8050, Switzerland, School of Applied Psychology, University of Applied Sciences, Arts Northwestern Switzerland, Olten, 4600, Switzerland; Hardmeier, D., Center for Adaptive Security Research and Applications, CASRA, Zürich, 8050, Switzerland; Flisch, A., Center for X-ray Analytics, Swiss Federal Laboratories for Materials Science and Technology (EMPA), Dübendorf, 8600, Switzerland; Costin, M., Department of Imaging and Simulation for Non-Destructive Testing, CEA-LIST, 91191, Gif sur Yvette, France; Vienne, C., Department of Imaging and Simulation for Non-Destructive Testing, CEA-LIST, 91191, Gif sur Yvette, France; Sukowski, F., Development Center for X-ray Technology (EZRT), Fraunhofer Institute for Integrated Circuits IIS, Fürth, 90768, Germany; Hassler, U., Development Center for X-ray Technology (EZRT), Fraunhofer Institute for Integrated Circuits IIS, Fürth, 90768, Germany; Dorion, I., Smiths Detection (SH), Vitry sur Seine, 94405, France; Marciano, A., Smiths Detection (SH), Vitry sur Seine, 94405, France; Koomen, G., Dutch Customs Laboratory, Dutch Tax and Customs Administration (DTCA), Heerlen, 6401, Netherlands; Slegt, M., Dutch Customs Laboratory, Dutch Tax and Customs Administration (DTCA), Heerlen, 6401, Netherlands; Canonica, A.C., Swiss Federal Customs Administration (FCA), Bern, 3003, Switzerland","Customs administrations are responsible for the enforcement of fiscal integrity and security of movements of goods across land and sea borders. In order to verify whether the transported goods match the transport declaration, X-ray imaging of containers is used at many customs site worldwide. The main objective of the research and development project 'Automated Comparison of X-ray Images for Cargo Scanning (ACXIS)', which is funded by the European 7th Framework Program, is to improve the efficiency and effectiveness of the inspection procedures of cargo at customs using X-ray technology. The current inspection procedures are reviewed to identify risks, catalogue illegal cargo, and prioritize detection scenarios. Based on these results, we propose an integrated solution that provides automation, information exchange between customs administrations, and computer-based training modules for customs officers. Automated target recognition (ATR) functions analyze the X-ray image after a scan is made to detect certain types of goods such as cigarettes, weapons and drugs in the freight or container. Other helpful information can also be provided, such as the load homogeneity, total or partial weight, or the number of similar items. The ATR functions are provided as an option to the user. The X-ray image is transformed into a manufacturer-independent format through geometrical and spectral corrections and stored into a database along with the user feedback and other related data. This information can be exchanged with similar systems at other sites, thus facilitating information exchange between customs administrations. The database is seeded with over 30'000 examples of legitimate and illegal goods. These examples are used by the ATR functions through machine learning techniques, which are further strengthened by the information exchange. In order to improve X-ray image interpretation competency of human operators (customs officers), a computer-based training software is developed that simulates these new inspection procedures. A study is carried out to validate the effectiveness and efficiency of the computer-based training as well as the implemented procedures. Officers from the Dutch and Swiss Customs administrations partake in the study, covering both land and sea borders. © 2016 IEEE.","automated target recognition; cargo inspection; computer-based training standardization; Customs border control; image; security screening; simulation; X-ray image analysis; X-ray screening","Automation; Computer aided analysis; Containers; Crime; E-learning; Efficiency; Information dissemination; Inspection; Learning systems; Personnel training; Risk perception; X ray analysis; X ray screens; Automated target recognition; Border control; Cargo inspection; Computer - based trainings; image; Security screening; simulation; X-ray image; X-ray screening; Image analysis",,,,,,,,,,,,,"Claycomb W.R.","Institute of Electrical and Electronics Engineers Inc.",10716572,9781509010707,,,"English","Proc. Int. Carnahan Conf. Secur. Technol.",Conference Paper,"Final","",Scopus,2-s2.0-85011660187
"Massinas B.A., Doulamis A., Doulamis N., Paradissis D.","24483396800;35565008000;7003749049;6603132212;","Temporal feature variation as an efficient method for real-time video summarization captured from unmanned aerial systems",2017,"AIAA Information Systems-AIAA Infotech at Aerospace, 2017",,,,"","",7,,"10.2514/6.2017-1376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088771464&doi=10.2514%2f6.2017-1376&partnerID=40&md5=b9b31c7a318bacb7035c0f6d55a0bbd5","National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), Heroon Polytechniou St., Zografou, Athens  15780, Greece; Department of Surveying Engineering, National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), 9 Heroon Polytechniou St., Zografou, Athens, 15780, Greece","Massinas, B.A., National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), Heroon Polytechniou St., Zografou, Athens  15780, Greece; Doulamis, A., Department of Surveying Engineering, National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), 9 Heroon Polytechniou St., Zografou, Athens, 15780, Greece; Doulamis, N., Department of Surveying Engineering, National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), 9 Heroon Polytechniou St., Zografou, Athens, 15780, Greece; Paradissis, D., Department of Surveying Engineering, National Technical University of Athens (NTUA), Dionysos Satellite Observatory (DSO), 9 Heroon Polytechniou St., Zografou, Athens, 15780, Greece","A complete coverage of the earth surface can be achieved through the exploitation of aerial systems and unmanned devices. One critical application domain for Unmanned Aerial Systems (UAS) streaming is border security, mapping and precise agriculture. Regarding the first issue, the current political evolutions in the wide region of south eastern European territory reveals the significance for a wide surveillance. This is also valid in agriculture to get a more precise and high quality production. However, efficient access to video data located on Unmanned Aircraft Vehicles (UAVs) and real-time streaming is an arduous task due to large bandwidth requirements imposed by the video sequences and the unstable capacity and bandwidth of the wireless channel. In addition, the traditional representation of a video sequence as a stream of consecutive frames is not reliable for new emerging applications needed in aerial vehicles such as content indexing, retrieval and non-linear access and browsing. This reveals the need for the implementation of non-linear tools enabling the efficient summarization of the visual content. Summarization refers to the process of creating compact summaries of the Audio-Video (AV) content that facilitate discovery, browsing and navigation of the AV content. In this paper, we propose a fast video summarization algorithm that enables the extraction of key frames from UAV-captured videos. The algorithm exploits the curvature of the magnitude of visual feature trajectory to detect content fluctuations both in time and in space. Experiments on real-life aerial data reveal the efficiency of the proposed schemes. © 2017, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",,"Agricultural robots; Agriculture; Antennas; Aviation; Bandwidth; Information systems; Information use; Unmanned aerial vehicles (UAV); Video recording; Bandwidth requirement; Critical applications; Emerging applications; Precise agriculture; Real time streaming; Real-time video summarizations; Unmanned aerial systems; Unmanned aircrafts; Real time systems",,,,,,,,,,,,,,"American Institute of Aeronautics and Astronautics Inc, AIAA",,9781624104497,,,"English","Inf. Syst. Infotech Aerosp.",Conference Paper,"Final","",Scopus,2-s2.0-85088771464
"Wilson D.","7410083971;","Border militarization, technology and crime control",2017,"The Routledge Handbook on Crime and International Migration",,,,"141","154",,,"10.4324/9780203385562-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087688413&doi=10.4324%2f9780203385562-10&partnerID=40&md5=0335e1ac11ac37337017263c724bd0a6","Criminology and Criminal Justice, Plymouth University, United Kingdom","Wilson, D., Criminology and Criminal Justice, Plymouth University, United Kingdom","This chapter begins with an account of what is conventionally understood as border militarization: The fortification of the border and the involvement of military and para-military personnel in border control. This will be followed – using the European Border Surveillance System as a case-study – with an examination of how militarized pre-emptive logics, with evident affinities to those emerging from the ‘Revolution in Military Affairs’, inform the design and operationalization of informatized and militarized border control. The chapter examines how the ‘virtual border’ is militarized, drawing upon Amoore’s notion of ‘algorithmic war’. The militarization of the border through naval interdiction practices is evident in other borderzones, notably in the USA and Australia. The advent of high-technology border surveillance systems that integrate hardware and software evidences how border militarization is both material and virtual. The chapter concludes with a consideration of the limits, trends and consequences of high-technology border militarization in the Global North. © 2015 selection and editorial material, Sharon Pickering and Julie Ham. All rights reserved.",,,,,,,,,,,,,,"Wilson, D.; Criminology and Criminal Justice, United Kingdom",,"Taylor and Francis",,9781135924331; 9780415823944,,,"English","The Routledge Handb. On Crime and International Migr.",Book Chapter,"Final","",Scopus,2-s2.0-85087688413
"Ceyhan A.","6701378182;","Policing by dossier: Identification and surveillance in an era of uncertainty and fear",2017,"Controlling Frontiers: Free Movement Into and Within Europe",,,,"209","232",,5,"10.4324/9781315259321-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082273333&doi=10.4324%2f9781315259321-7&partnerID=40&md5=e6e1bfe29c8277d714f1d9a518c0eb5e","University of Paris, France","Ceyhan, A., University of Paris, France","Governments affirm that the underlying idea is to modernize the cumbersome bureaucracy by making it easy to obtain personal information through nationwide databases. This chapter analyzes the appetite for identification and identity in the context of a post-bipolar, post-Westphalian and globalized world. It examines how it is intrinsically related to the transformations of security preoccupations and to the perceptions of the enemy in the new context as well as to the fear of the unknown and uncertainty. Schengen Information System (SIS) is a computerized information system on persons, stolen vehicles, and objects for the use of border control authorities, customs, and national police. It relies on increased policing behind borders and extensive cross-border police cooperation between Schengen members. The chapter asserts that the enhanced development of identification and surveillance technologies leads to the creation of what Laudon calls a ""dossier society"". It concludes by stressing the shift to a new form of surveillance generated by these transformations. © Didier Bigo and Elspeth Guild 2005.",,,,,,,,,,,,,,"Ceyhan, A.; University of ParisFrance; email: ayseceyhan@hotmail.com",,"Taylor and Francis",,9781351948715; 9780754630111,,,"English","Controlling Frontiers: Free Movement Into and Within Europe",Book Chapter,"Final","",Scopus,2-s2.0-85082273333
"Bigo D., Guild E.","6507121142;6508147687;","Policing at a distance: Schengen visa policies",2017,"Controlling Frontiers: Free Movement Into and Within Europe",,,,"233","263",,73,"10.4324/9781315259321-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082256351&doi=10.4324%2f9781315259321-8&partnerID=40&md5=45ee013250949a5fd10d61acaf3050dc","Sciences-Po, France; University of Nijmegen, Netherlands","Bigo, D., Sciences-Po, France; Guild, E., University of Nijmegen, Netherlands","This chapter examines how the technologies of control are now far from the borders and could therefore be defined more precisely as remote control tools. It focuses on the European Union's (EU's) Schengen visa policy as the main example of current frontier control technologies as well as on their efficiency and legitimacy. The technologies of control are nowadays used abroad to police the people. This policing, however, is not carried out by official policemen. The chapter deals with the question of how transnational networks of professionals of (in)security of the European Union frontiers may transform the present control and surveillance situation. It analyzes the nature of their relationship with American professionals of politics and their policy. The chapter analyzes that the policies governing the issuing of visas and the developing of policing at a distance by the professionals of (in)security management. © Didier Bigo and Elspeth Guild 2005.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781351948715; 9780754630111,,,"English","Controlling Frontiers: Free Movement Into and Within Europe",Book Chapter,"Final","",Scopus,2-s2.0-85082256351
"Lehtonen P., Aalto P.","57195427739;57214957335;","Smart and secure borders through automated border control systems in the EU? The views of political stakeholders in the Member States",2017,"European Security","26","2",,"207","225",,17,"10.1080/09662839.2016.1276057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056438664&doi=10.1080%2f09662839.2016.1276057&partnerID=40&md5=4699cc0df4603c4e39113096b73b6d08","School of Management, University of Tampere, Tampere, Finland","Lehtonen, P., School of Management, University of Tampere, Tampere, Finland; Aalto, P., School of Management, University of Tampere, Tampere, Finland","The European Commission launched the “Smart Borders” policy process in 2011 to enhance border security in the European Union (EU) using technologisation and harmonisation. This includes the use of automated border control (ABC) systems. The Member States crucially shape the process, weighing security technologies and costs, privacy and rights, and further institutional choices. We examine the views of political stakeholders in four Member States by conducting a systematic empirical and comparative study unprecedented in the existing, political-theory-inspired research. In our Q methodological experiments, political stakeholders in Finland, Romania, Spain and the UK rank-ordered a sample of statements on Smart Borders, ABC and harmonisation. The factor analysis of the results yielded three main views: the first criticising ABC as a security technology, the second welcoming the security gains of automation and the third opposing harmonised border control. While impeding harmonisation, the results offer a consensus facilitating common policy. © 2017 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Automated border control; border security; European Union; harmonisation; Q methodology; Smart Borders",,"Seventh Framework Programme, FP7: 312583; Tampereen Yliopisto, UTA; Seventh Framework Programme, FP7","This work at the University of Tampere has received funding from the European Union Seventh Framework Programme (FP7/2007?2013) under grant agreement 312583. This publication reflects the authors? views and not necessarily those of the European Union, nor is the European Union liable for any use that may be made of the information contained therein.",,,,,,,,,,"Lehtonen, P.; School of Management, 1 Kanslerinrinne, Finland; email: pinja.lehtonen@uta.fi",,"Taylor and Francis Ltd.",09662839,,,,"English","Eur. Secur.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85056438664
"Soltes D.","37662386500;","Some selected application areas as supported by the latest SMART high tech ICT",2017,"WMSCI 2017 - 21st World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings","1",,,"207","210",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032384721&partnerID=40&md5=20e861d1aecf3fec08107788a5895e6a","Faculty of Management, Comenius University, Bratislava, Slovakia, Bratislava, 820 05, Slovakia","Soltes, D., Faculty of Management, Comenius University, Bratislava, Slovakia, Bratislava, 820 05, Slovakia","The paper is dealing and presenting results of our ongoing research under the framework of our EU/7FP/Sec./SMART that has been focus on application of the latest smart ICT in five selected problem areas viz. e-Government, Border control, Counter-terrorism, Consumer protection and Smart surveillance in cyberspace. At this time the most important problem areas among these five selected application areas have been the protection of the protection of the Schengen external borders of the EU and closely related problems of the fight against terrorism. In difference to the existing critical situation with the illegal immigration and thus also the growing thread of terrorism in the EU, the paper is clearly demonstrating that the existing system of application and proper utilization of the latest smart ICT in addition to be supported by the strong and demanding EU ""aquis communautaire"" for the Schengen external border system is able fully and completely protect the territory of the EU against any threads of terrorism. In the following parts of this paper we are presenting some more details on the issues of the smart ICT not only in the case of protection of the Schengen external borders of the EU and in the fight against the terrorism but also in remaining other three application areas of our above mentioned SMART EU funded project. © by the International Institute of Informatics and Systemics.","Consumer protection; Counter-terrorism; E-government; Schengen external borders; Smart ICT","Cybernetics; Government data processing; Terrorism; Application area; Border control; Counter terrorism; E-governments; Existing systems; Schengen external borders; Smart ICT; Smart surveillance; Consumer protection",,,,,,,,,,,,"Soltes, D.; Faculty of Management, Slovakia","Callaos N.C.Savoie M.Tremante A.Sanchez B.","International Institute of Informatics and Systemics, IIIS",,9781941763599,,,"English","WMSCI - World Multi-Conf. Syst., Cybern. Informatics, Proc.",Conference Paper,"Final","",Scopus,2-s2.0-85032384721
"Schindel E.","55576134700;","Migrants and refugees at the borders of europe: Qualifying through suffering, bare life and paradoxical agency [Migrantes e refugiados nas fronteiras da europa. Qualificação pelo sofrimento, vida destituída e agências paradoxais] [Migrantes y refugiados en las fronteras de europa. Cualificación por el sufrimiento, nuda vida y agencias paradójicas]",2017,"Revista de Estudios Sociales","2017","59",,"16","29",,8,"10.7440/res59.2017.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012215319&doi=10.7440%2fres59.2017.02&partnerID=40&md5=dcbca5bfea24aca4538a12dbd8c5691d","Universität Berlin (Alemania), Berlin, Germany","Schindel, E., Universität Berlin (Alemania), Berlin, Germany","This article focuses on the tension between the figure of the migrant and that of the refugee as they are being defined and disputed in Europe today. There is a stratification of legitimacies in terms of the right to access to the European Union (EU) that favors those who escape persecution or war and delegitimizes economic migrants. After presenting the genealogy of the refugee category, it analyzes the consequences of this dichotomy for managing those who cross the maritime border of Europe. What kind of strategies, agencies and subjectivities are mobilized by a border regime that favors suffering over enterprise? And what resources do travelers use, once they are reduced to the condition of bare life, to qualify to stay via the paradox of their own disqualification? Finally, the article mentions the challenges posed by the new biometric technologies of border control and raises the question of possible affinities between the refugee and other vulnerable social figures. © 2016, Universidad de los Andes, Bogota Colombia. All rights reserved.","Agency (author); Bare life; Borders; European union (Thesaurus); Migration; Refugees",,,,,,,,,,,,,"Schindel, E.; Universität Berlin (Alemania)Germany; email: estela.schindel@uni-konstanz.de",,"Universidad de los Andes, Bogota Colombia",0123885X,,,,"Spanish","Rev. Estud. Soc.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85012215319
"Parmar P.A., Degadwala S.D.","57192558064;57192540864;","A feature level fusion fingerprint indexing approach based on MV and MCC using SVM classifier",2016,"International Conference on Communication and Signal Processing, ICCSP 2016",,,"7754304","1024","1028",,2,"10.1109/ICCSP.2016.7754304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006810850&doi=10.1109%2fICCSP.2016.7754304&partnerID=40&md5=d468bc13c9232c1e69b828cee299cd8c","Computer Department, Sigma Institute of Engineering, Vadodara, Gujarat, India","Parmar, P.A., Computer Department, Sigma Institute of Engineering, Vadodara, Gujarat, India; Degadwala, S.D., Computer Department, Sigma Institute of Engineering, Vadodara, Gujarat, India","Now a day, the biometric traits are widely used due to the growing demand for secure and reliable identification of an individual. Fingerprint is used by many fields like military for border control and government applications in India as the Aadhaar project, in Europe as the Visa Information System (VIS), in USA as the US-VISIT/IDENT which generally contain billions of samples of fingerprints. In this paper, we propose a fingerprint indexing scheme at feature level fusion based on Minutiae Vicinity and Minutiae Cylindrical Code and a support-vector-machine-based learning algorithm is used to train the system using the feature extracted which will improve the efficiency in seeking a candidate reference list from large scale biometric data databases, where the personality related with the input data is dictated by contrasting it with each and every entry in the database. This coordinating procedure is tedious and conceivably increments, the rate of wrong identification, hence we propose a new fingerprint indexing approach which would improve the performance of the system. © 2016 IEEE.","Biometric; Fingerprint; Indexing; Minutiae","Biometrics; Indexing (of information); Military applications; Support vector machines; Biometric traits; Feature level fusion; Fingerprint; Fingerprint indexing; Minutiae; Reference list; SVM classifiers; Visa information systems; Signal processing",,,,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781509003969,,,"English","Int. Conf. Commun. Signal Process., ICCSP",Conference Paper,"Final","",Scopus,2-s2.0-85006810850
