Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Pocs M.","37049309800;","Legally compatible design of future biometric systems for crime prevention",2013,"Innovation: The European Journal of Social Science Research","26","1-2",,"36","56",,,"10.1080/13511610.2013.747659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876978137&doi=10.1080%2f13511610.2013.747659&partnerID=40&md5=933a6b76a3d9d3055bdb543d65849da7","Institut für Wirtschaftsrecht, Universität Kassel, FB 07 Pfannkuchstr. 1, 34109, Kassel, Germany","Pocs, M., Institut für Wirtschaftsrecht, Universität Kassel, FB 07 Pfannkuchstr. 1, 34109, Kassel, Germany","Innovations in emerging technologies have an impact on privacy and fundamental rights. For example, emerging technologies include future biometric systems for crime prevention. In contrast to large-scale biometric systems for migration control, these systems promise to track down terrorists and organized criminals but also entail novel risks for society. One can govern science and technology by means of privacy impact assessments (which are currently being researched). Alternatively there is the approach - used in this paper - that primarily builds on the assumption that technology design can render the violation of a legal norm impossible. Using German and European constitutional law as an example, this paper will present proposals for technology design derived from the law. © 2013 Copyright ICCR Foundation.","data protection law; fundamental rights; privacy by design; privacy impact assessment; security technologies","biometry; design; innovation","Bundesministerium für Bildung und Forschung, BMBF: 13N10820","The work in this paper was funded in part by the German Federal Ministry of Education and Science (Bundesministerium für Bildung und Forschung, BMBF) through the Research Programme under contract no. 13N10820 · ‘‘Digitale Fingerspuren’’ (Digi-Dak).",,,,,,,,,,"Pocs, M.; Institut für Wirtschaftsrecht, FB 07 Pfannkuchstr. 1, 34109, Kassel, Germany; email: mp@matthiaspocs.de",,"Routledge",13511610,,,,"English","Innovation",Article,"Final","",Scopus,2-s2.0-84876978137
"Prokkola E.-K.","24069064200;","Technologies of border management: Performances and calculation of finnish/schengen border security",2013,"Geopolitics","18","1",,"77","94",,24,"10.1080/14650045.2012.685791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873251861&doi=10.1080%2f14650045.2012.685791&partnerID=40&md5=6d1ff4180741319cd906b4d91974c4bb","Department of Geography, University of Oulu, P.O. Box 3000, Oulu, 90014, Finland","Prokkola, E.-K., Department of Geography, University of Oulu, P.O. Box 3000, Oulu, 90014, Finland","This paper focuses on the Finnish Border Guard, a professional law enforcement authority responsible for the control and surveillance of the Finnish and Schengen borders, and its performances of border security. Performativity approach means that the analysis of the material, consisting of the bulletins and reports that have been published by the Border Guard service, is not merely focused on the representation of borders but the bulletins themselves are understood as performances of border security. The paper argues that new technological innovations, together with new legislation and institutional procedures, now steering the governance of the Finnish/Schengen border, are bound up with a new culture of border management in which border security is not (just) conceptualised in terms of territorial sovereignty but in terms of international cooperation, prevention and economic profitability. © 2013 Taylor & Francis Group, LLC.",,"border region; innovation; law enforcement; regional security; sovereignty; technological development",,,,,,,,,,,,"Prokkola, E.-K.; Department of Geography, P.O. Box 3000, Oulu, 90014, Finland; email: eeva-kaisa.prokkola@oulu.fi",,,14650045,,GEOPF,,"English","Geopolit.",Article,"Final","",Scopus,2-s2.0-84873251861
"Takle M.","6507459094;","The treaty of lisbon and the european border control regime",2012,"Journal of Contemporary European Research","8","3",,"280","299",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872947337&partnerID=40&md5=c387c575a9669a02cb0e2afa9c242f5d","Norwegian Social Research (Nova), Norway","Takle, M., Norwegian Social Research (Nova), Norway","The question raised in the article is how the new provisions of the Lisbon Treaty and the Stockholm programme concerning the EU's asylum and migration policy might consolidate existing trends within the European border control regime. The regime is defined by a combination of three features: (i) a harmonisation of categories among the EU/Schengen member states, (ii) a growing use of new technology in networked databases and (iii) an increasing sorting of individuals based on security concerns. Although none of these features is new, the combination gives a new impetus to the European border control regime. The article concludes that the Lisbon Treaty and the Stockholm programme consolidate and strengthen existing trends. This implies that policies on border control, asylum, immigration, judicial cooperation and police cooperation are consolidated in a broader approach to border control, and that there is a strengthening of EU foreign policy within the European border control regime. The boundaries between previously dispersed policy areas are blurred. The combination of different aspects of security and various levels of authority requires coordination of policies with substantially different goals, and goes beyond mere border control.","Border control; Databases; Global Approach to Migration; Schengen; Security; Stockholm programme; Treaty of Lisbon",,,,,,,,,,,,,"Takle, M.; Norwegian Social Research (Nova)Norway",,,1815347X,,,,"English","J. Contemp. Eur. Res.",Article,"Final","",Scopus,2-s2.0-84872947337
"De Ceuster J., Hermsen R., Mastaglio M., Nennstiel R.","57060389600;23038653000;54901981000;6507166227;","A discussion on the usefulness of a shared European ballistic image database",2012,"Science and Justice","52","4",,"237","242",,11,"10.1016/j.scijus.2011.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867646944&doi=10.1016%2fj.scijus.2011.12.003&partnerID=40&md5=6ee3bee747de0760861c7c572e2cd381","Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, B-1120 Brussels, Belgium; Nederlands Forensisch Instituut, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Bundeskriminalamt, Thaerstr.11, 65719 Wiesbaden, Germany","De Ceuster, J., Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, B-1120 Brussels, Belgium; Hermsen, R., Nederlands Forensisch Instituut, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Mastaglio, M., Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Nennstiel, R., Bundeskriminalamt, Thaerstr.11, 65719 Wiesbaden, Germany","The introduction of electronic systems into the comparison of weapon marks in the mid 1990s caused a revolution in the discipline of ""forensic ballistics"". Most European states now use this technology to search their national open case files. Globalisation of crime and the loss of effective border controls have made the idea of a unified European ballistic system seem logical. The article critically considers the requirements and possible outcomes of such a system. Based on the experience of forensic practitioners it seems probable that a shared European electronic ballistic system will be of a very limited value at present. Further improvements of existing systems to reach compatibility are encouraged. © 2011 Forensic Science Society.","Cross-border comparison; European ballistic database; Firearm identification; Firearms; Open case file","article; ballistics; Europe; firearm; forensic identification; forensic science; human; information system; Databases, Factual; Europe; Forensic Ballistics; Humans; International Cooperation",,,,,,,,,,,,"Mastaglio, M.; Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; email: mark.mastaglio@fss.pnn.police.uk",,,13550306,,,"23068774","English","Sci. Justice",Article,"Final","",Scopus,2-s2.0-84867646944
"Boehm F.","36008031200;","Information sharing and data protection in the area of freedom, security and justice: Towards harmonised data protection principles for information exchange at EU-level",2012,"Information Sharing and Data Protection in the Area of Freedom, Security and Justice: Towards Harmonised Data Protection Principles for Information Exchange at EU-Level","9783642223921",,,"1","467",,27,"10.1007/978-3-642-22392-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949175458&doi=10.1007%2f978-3-642-22392-1&partnerID=40&md5=791eb1cea90e3aedd171bff4d97a4870","University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Boehm, F., University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Privacy and data protection in police work and law enforcement cooperation has always been a challenging issue. Current developments in EU internal security policy, such as increased information sharing (which includes the exchange of personal data between European law enforcement agencies and judicial actors in the area of freedom, security and justice (Europol, Eurojust, Frontex and OLAF)) and the access of EU agencies, in particular Europol and Eurojust, to data stored in European information systems such as the SIS (II), VIS, CIS or Eurodac raise interesting questions regarding the balance between the rights of individuals and security interests. This book deals with the complexity of the relations between these actors and offers for the first time a comprehensive overview of the structures for information exchange in the area of freedom, security and justice and their compliance with data protection rules in this field. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",,,,,,,,,,,,,,"Boehm, F.; University of Luxembourg, 6, rue Richard Coudenhove Kalergi, Luxembourg",,"Springer-Verlag Berlin Heidelberg",,9783642223921; 3642223915; 9783642223914,,,"English","Info. Shar. and Data Protect. in the Area of Freedom, Secty. and Justice: Towards Harmonised Data Protect. Principles for Info. Exch. at EU-Level",Book,"Final","",Scopus,2-s2.0-84949175458
"Barbero I.","55352198400;","Orientalising citizenship: The legitimation of immigration regimes in the European Union",2012,"Citizenship Studies","16","5-6",,"751","768",,28,"10.1080/13621025.2012.698504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865812794&doi=10.1080%2f13621025.2012.698504&partnerID=40&md5=556c94156601b2d00fc2a3ea5e1f4bf2","Department of Administrative Law, Constitutional Law and Philosophy of Law, University of the Basque Country UPV/EHU, Leioa, Spain","Barbero, I., Department of Administrative Law, Constitutional Law and Philosophy of Law, University of the Basque Country UPV/EHU, Leioa, Spain","The threat that immigration poses to the so-called Western democratic values is increasingly the subject of public discourses, especially regarding Muslim migrants. We could label these discourses as neo-orientalist because of their willingness to refer to the (often Muslim) migrant as a savage, uncivilized, terrorist 'other'; in the words of Sartori, as an 'anti-citizen'. This article reflects how citizenship, following a contemporary logic of orientalism, has become a set of guidelines, discourses, practices and policies for the governance of migration. Indeed, these are the guidelines through which neoliberal globalization liberalizes the free movement of citizens and 'westernized' foreign persons while deploying technologies of citizenship and border control against different subjects, regarded as eternal outsiders, or even aliens, because of their supposed incivility, threat or un-integrability. The ultimate purpose of this article is to argue that if we are to arrive at a model of citizenship beyond orientalism, there is a need to abandon the current orientation which inspires border and citizenship regimes. © 2012 Copyright Taylor and Francis Group, LLC.","borders; citizenship; European Union; migrations; orientalism","citizenship; European Union; governance approach; guideline; immigrant population; immigration policy; legislative implementation; Orientalism; Europe","Open University, OU; Seventh Framework Programme, FP7; European Research Council, ERC: 249379; Eusko Jaurlaritza; Ikerbasque, Basque Foundation for Science","The research leading to these results is framed in the project Oecumene: citizenship after orientalism, funded by the European Research Council under the European Union’s Seventh Framework Programme (FP7/2007–2013) / ERC grant agreement no. 249379. I would like to thank all the members of Oecumene research group for the useful and constructive critics and comments raised during the meetings held last year. I would also like to thank IKERBASQUE, the Foundation for Science and the Basque Government for the financial support during the visiting scholarship in the Centre for Citizenship, Identities and Governance (CCIG) at the Open University.",,,,,,,,,,"Barbero, I.; Department of Administrative Law, Constitutional Law and Philosophy of Law, , Leioa, Spain; email: iker.barbero@ehu.es",,,13621025,,,,"English","Citizsh. Stud.",Article,"Final","",Scopus,2-s2.0-84865812794
"Pawlak P., Kurowska X.","35192279000;35192111500;","The fog of border: The fragmentation of the European Union’s border policies",2012,"European Homeland Security: A European Strategy in the Making?",,,,"126","144",,,"10.4324/9780203122457-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123146228&doi=10.4324%2f9780203122457-12&partnerID=40&md5=dd0fcfb0533182d9b3bc77873164e50a","European Union Institute for Security Studies (EUISS), Paris, France; Central European University, Budapest, Hungary","Pawlak, P., European Union Institute for Security Studies (EUISS), Paris, France; Kurowska, X., Central European University, Budapest, Hungary","The European Union (EU) has developed a number of frameworks and instruments related to the management of its external borders, which have stimulated a substantial scholarly interest (Carrera 2007; Marenin 2010; Wolff 2010; Zapata-Barrero 2010). The number of border management tools has substantially expanded and includes simple fences and more sophisticated optical and electro-optical sensors, information technology (IT) intrusion detection systems, biometrical and patterns sensors and systems, manned and unmanned aircrafts, as well as intelligent surveillance means. Altogether, the border management security market amounts to C22 billion in the US and C10 billion in Europe. In addition, a multitude of ‘stakeholders’ has largely expanded to include not only traditional border management actors (e.g. the DG Justice and the DG Home Affairs in the European Commission, Interpol, Europol or the Customs Cooperation Working Party), but also the European Union AntiFraud Office (OLAF), the United Nations High Commissioner for Refugees (UNHCR), the Fundamental Rights Agency (FRA), the European Maritime Safety Agency (EMSA), the Global Monitoring for Environment and Security (GMES) programme, the Joint Research Centre (JRC), the European Union Satellite Centre (EUSC), the European Defence Agency (EDA) or the European Security Research and Innovation Forum (ESRIF). Operational cooperation on border management is mostly structured around the activities of the European Patrol Network and the External Borders Agency Frontex (joint operations, Focal Points, Rapid Border Intervention Teams, risk analysis, training, technical assistance to Member States), which is the focus of the next chapter. The implementation of these measures is supported through the use of burden-sharing tools like the Schengen Facility (e.g. C400 million for Romania and Bulgaria in 2007-2009) and the External Border Fund, which amounts to C1.82 billion for the period 2007-2013, the major part of which is distributed among Member States depending on their burden regarding external border controls and visa policy. Several new legislative proposals are in the making concerning, among others, the amendment of the Schengen Borders Code, setting up an Entry Exit System (EES) and a Registered Traveller Programme (RTP), as well as the start of operations of the Agency for the operational management of large-scale IT systems in the Area of Freedom, Security and Justice (AFSJ). These developments give rise to an intricate system for the defence of the EU’s realm where the construction of the border depends on its dislocation, both political and spatial. The three clusters of border policy repertoires described in this chapter, surveillance, smart borders and integrated border management, epitomise the emerging practice the EU has engaged in. They reflect the ‘pushing-out of borders’ in two distinctive ways: through technological devices and a particular relationship with the neighbour. The latter relies on attempts to prevent the border-related threat from entering the EU’s realm by shifting increasing responsibility to contain it onto the neighbour. This move is accompanied by conditionality (e.g. the pressure towards readmission tied with the promises of visa facilitation) and the projection of the EU political and social model geared at a systemic reform of the neighbour. A quote from the EU Internal Security Strategy (ISS) reflects the rationale underpinning this logic: ‘The quality of our democracy and public confidence in the Union will depend to a large extent on our ability to guarantee security and stability in Europe and to work with our neighbours and partners to address the root causes of the internal security problems faced by the EU’ (European Council 2010b: 9). Here the externally assisted reform, most explicitly in our case integrated border management and security sector reform, turn into modern state-building.1. © 2012 Selection and editorial material, Christian Kaunert, Sarah Léonard and Patryk Pawlak.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781136332777; 9780415677943,,,"English","European Homeland Security: A European Strategy in the Mak.?",Book Chapter,"Final","",Scopus,2-s2.0-85123146228
"Just W.-D.","56444972800;","The rise and features of church asylum in Germany: ‘I will take refuge in the shadow of thy wings until the storms are past’",2012,"Sanctuary Practices in International Perspectives: Migration, Citizenship and Social Movements",,,,"135","147",,,"10.4324/9780203128947-20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123137882&doi=10.4324%2f9780203128947-20&partnerID=40&md5=0b4ee72d05be19912176403b904a24aa",,"Just, W.-D.","Europeanized. The need to ‘harmonize’ national asylum policies in the EU arose due to the lifting of internal border controls between most EU Member States through the Schengen Free Travel Accord (1985) (Kopp 2002: 51f; see also Walters 2002). So far, this harmonization has involved a number of legal instruments covering issues such as which Member State is responsible for hearing an asylum claim (according to the ‘one state only principle’), the procedures to be used in reviewing the asylum claim, and the living conditions of asylum-seekers pending a decision (Kopp 2002: 51ff). The Common European Asylum System (European Commission Home Affairs 2011) has not eliminated differences in the way Member States treat asylum-seekers and refugees. Member States are united, however, in their determination to defend the EU against unwanted immigrants and refugees. The continent has been turned into a ‘fortress’. In 2004, a European Union agency for external border security was founded: Frontex, 5 equipped with about 113 vessels, 26 helicopters, 22 fixed-wing aircrafts and modern surveillance and detection technologies to combat ‘illegal’ immigration (Leonard 2011: 16). It is responsible for coordinating the activities of the national border guards to ensure the security of the EU’s borders with non-Member States. It has been widely criticized by NGOs and the European Church Asylum Movement since its operations block asylum-seekers from claiming protection under the 1951 Refugee Convention: The militarizing of Europe’s outer borders, the practically unfulfillable [sic] conditions for legal entry and repulsive living conditions for immigrants continue to be a system abhorrent toward refugees. The attempt to find protection in our countries has cost the lives of thousands. In our society, however, reports on refugees drowning in the Mediterranean, suffocating in containers, or taking their own lives in deportation centers are met by what Hanna Arendt called ‘the curse of indifference’. © 2013 Randy K. Lippert and Sean Rehaag.",,,,,,,,,,,,,,,,"Taylor and Francis",,9781136471612; 9780415673464,,,"English","Sanctuary Practices in International Perspectives: Migration, Citizsh. and Social Movements",Book Chapter,"Final","",Scopus,2-s2.0-85123137882
"Boehm F.","36008031200;","Information sharing in the area of freedom security and justice—towards a common standard for data exchange between agencies and EU information systems",2012,"European Data Protection: In Good Health?",,,,"143","183",,2,"10.1007/978-94-007-2903-2_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949460812&doi=10.1007%2f978-94-007-2903-2_8&partnerID=40&md5=ffa1a43fb36fb76130b90b23ff6338ec","University of Luxembourg, Luxembourg","Boehm, F., University of Luxembourg, Luxembourg","Information sharing, including the exchange of personal data, between European law enforcement and judicial actors in the Area of Freedom, Security and Justice (AFSJ) is increasingly growing. In addition, the access of law enforcement and judicial agencies (Europol, Eurojust) to data stored in the European information systems, such as the CIS, SIS (II), VIS or Eurodac seems to become an essential tool in the field of EU internal security policy. Without being limited by the former pillar constraints, and above all, in absence of a unified approach to data protection in the former third pillar, the main actors in this field increasingly exchange data between each other as well as with third states. The paper illustrates the existing and the planned instruments governing AFSJ data exchange as well as their compliance with data protection rules. After that it suggests some basic data protection standards which follow from the respect of Article 8 ECHR and would improve the respect of data protection rules in the field of information sharing between agencies and EU agencies and information system. © Springer Science+Business Media B.V. 2012.",,,,,,,,,,,,,,"Boehm, F.; University of LuxembourgLuxembourg; email: franziska.boehm@uni.lu",,"Springer Netherlands",,9789400729032; 9789400729025,,,"English","European Data Protection: In Good Health?",Book Chapter,"Final","",Scopus,2-s2.0-84949460812
"Jumbert M.G.","55788445500;","Controlling the mediterranean space, through surveillance",2012,"Espace-Populations-Societes",,"3",,"35","48",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879958149&partnerID=40&md5=6bc6b5e5483c573d5b0a0588489e4d57","Peace Research Institute Oslo (PRIO), P.O. Box 9229, Grønland, NO-0134 Oslo, Norway; not available, Hausmannsgate 7, NO-0186 Oslo, Norway","Jumbert, M.G., Peace Research Institute Oslo (PRIO), P.O. Box 9229, Grønland, NO-0134 Oslo, Norway, not available, Hausmannsgate 7, NO-0186 Oslo, Norway","The efforts to strengthen the control over the European Union's (EU) external borders currently revolve around the reinforcement of the surveillance capabilities of the Member States. The European Border Surveillance System, EUROSUR, is supposed to be operational by October 2013, and will enable the Member States to share surveillance data, with the aim of improving the coordination of their responses. The initiative is driven by political motivations (reducing irregular migration into Europe), security objectives (preventing cross-border crime) and a more humanitarian aim (to reduce the death toll at sea among migrants seeking to cross the Mediterranean), with an overarching belief in surveillance technologies as the ultimate way to solve these issues. By virtually pushing the effective border of the EU further out, this future surveillance system however raises a range of legal and ethical dilemmas. This article analyzes the discourse legitimating the need for a more robust surveillance capability at the external borders of the EU, by looking at what can be qualified as the main ""drivers"", but also the main points of contention, or ""obstacles"", in the process of establishing such a system. It argues that the fundamental belief in surveillance technologies as the ultimate tool to solve the challenges at play along the external border of the EU is such that it only meets the geographical obstacles and legal and ethical dilemmas with a call for more surveillance and more information sharing.","Border control; EUROSUR; Frontex; Maritime space; Mediterranean; Migration; Non-refoulement; Search and rescue","border region; ethics; European Union; immigration policy; internal migration; political border; population migration; regional security; surveillance and enforcement; Europe",,,,,,,,,,,,"Jumbert, M.G.; Peace Research Institute Oslo (PRIO), P.O. Box 9229, Grønland, NO-0134 Oslo, Norway; email: margab@prio.no",,"Universite des Sciences et Technologiques de Lille",07557809,,,,"English","Espace Popul. Soc.",Article,"Final","",Scopus,2-s2.0-84879958149
"Bakalarczyk S.","53863323100;","Innovation of the Polish textile sector with respect to antibacterial and bacteriostatic textiles",2012,"Fibres and Textiles in Eastern Europe","91","2",,"13","17",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857814176&partnerID=40&md5=aaf599e221b4eed2452b515fffff1268","Technical University of Lodz, Faculty of Organization and Management, Department of Management Systems and Innovation, ul. Piotrkowska 266, 90-924 Łódź, Poland","Bakalarczyk, S., Technical University of Lodz, Faculty of Organization and Management, Department of Management Systems and Innovation, ul. Piotrkowska 266, 90-924 Łódź, Poland","The situation of many Polish textile producers is difficult. Lifting import quotas on textile products following Polish accession to the EU and the Schengen zone has resulted in a vast increase in the supply of apparel and textile products, mainly from Asian countries. According to the recommendation of the European Commission, one of the methods to remain competitive against low prices offered by China or India is to offer innovative products of considerably better quality. Unfortunately, it is estimated that only 25% of all textile enterprises innovate, most which occurring through imitation. While most Polish companies limit their expenses on R&D activities by adapting external ideas to local needs, some attempt to create competitive advantage has been made by introducing more advanced technologies. Nanotechnology is providing solutions that may help businesses gain technological advantage. This article presents financial aspects of the introduction of antibacterial and bacteriostatic fabrics.","Financing; Innovation; Nanotechnology; Polish textile sector","Competition; Nanotechnology; Solid solutions; Advanced technology; Competitive advantage; European Commission; Financial aspects; Financing; Innovative product; Textile enterprise; Textile sector; Textiles",,,,,,,,,,,,"Bakalarczyk, S.; Technical University of Lodz, ul. Piotrkowska 266, 90-924 Łódź, Poland; email: s.bak@p.lodz.pl",,"Lukasiewicz Research Network - Institute of Biopolymers and Chemical Fibres",12303666,,,,"English","Fibres Text. East. Eur.",Article,"Final","",Scopus,2-s2.0-84857814176
"Buckley B., Hunter M.","54418520000;54418891300;","Say cheese! Privacy and facial recognition",2011,"Computer Law and Security Review","27","6",,"637","640",,8,"10.1016/j.clsr.2011.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81555213126&doi=10.1016%2fj.clsr.2011.09.011&partnerID=40&md5=5c9eaac5c37f014a18175b9f0764e697","Linklaters LLP, London, United Kingdom","Buckley, B., Linklaters LLP, London, United Kingdom; Hunter, M., Linklaters LLP, London, United Kingdom","The popular social networking site, Facebook, recently launched a facial recognition tool to help users tag photographs they uploaded to Facebook. This generated significant controversy, arising as much as anything, from the company's failure to adequately inform users of this new service and to explain how the technology works. The incident illustrates the sensitivity of facial recognition technology and the potential conflict with data privacy laws. However, facial recognition has been around for some time and is used by businesses and public organisations for a variety of purposes - primarily in relation to law enforcement, border control, photo editing and social networking. There are also indications that the technology could be used by commercial entities for marketing purposes in the future. This article considers the technology, its practical applications and the manner in which European data protection laws regulate its use. In particular, how much control should we have over our own image? What uses of this technology are, and are not, acceptable? Ultimately, does European data protection law provide an adequate framework for this technology? Is it a framework which protects the privacy of individuals without unduly constraining the development of innovative and beneficial applications and business models? © 2011 M. Taylor. Published by Elsevier Ltd. All rights reserved.","Data protection; Facial biometrics; Facial recognition; Privacy; Social networking","Border control; Business models; Commercial entity; Data protection; Data protection laws; Facebook; Facial recognition; New services; Photoediting; Potential conflict; Public organisation; Social networking sites; Biometrics; Data privacy; Face recognition; Photography; Social networking (online); Technology; Social sciences computing",,,,,,,,,,,,"Buckley, B.; Linklaters LLP, London, United Kingdom",,,02673649,,CLSRE,,"English","Comput Law Secur. Rev.",Article,"Final","",Scopus,2-s2.0-81555213126
"Buczma S.R.","54386571400;","ECRIS-a step leading to the establishment of a coherent European platform for exchange of information-remarks from a Polish perspective",2011,"ERA Forum","12","3",,"465","478",,,"10.1007/s12027-011-0232-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955135476&doi=10.1007%2fs12027-011-0232-x&partnerID=40&md5=9c51f94beafd26270094d521c2e9dee3","National Delegate to CDPC, Committee in the Council of Europe and a National Expert in the Council of the European Union, Warsaw, Poland","Buczma, S.R., National Delegate to CDPC, Committee in the Council of Europe and a National Expert in the Council of the European Union, Warsaw, Poland","This article aims to provide the reasons why amendments were effected to the Polish legal system so as to join in the system for the exchange of information established within the European Union. It covers the most important phases in this process, beginning with the accession to European Convention on Mutual Assistance in Criminal Matters, which was adopted in Strasbourg on 20 April, 1959 and which ending in the drafting of provisions aimed at amending the Law on the National Criminal Register, which implement into the Polish legal system Council Decision 2009/316/JHA of 6 April 2009 on the establishment of the European Criminal Records Information System (ECRIS) in application of Article 11 of Framework Decision 2009/315/JHA. © 2011 ERA.","Establishment of an efficient system to combat cross-border criminality; Exchange of information based on international instruments; National Criminal Register",,,,,,,,,,,,,"Buczma, S. R.; National Delegate to CDPC, , Warsaw, Poland; email: slaw_cz@o2.pl",,,16123093,,,,"English","ERA Forum",Article,"Final","",Scopus,2-s2.0-80955135476
"Liu Y.","54401291900;","Scenario study of biometric systems at borders",2011,"Computer Law and Security Review","27","1",,"36","44",,3,"10.1016/j.clsr.2010.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551563264&doi=10.1016%2fj.clsr.2010.11.006&partnerID=40&md5=0ced5ebe7566d60872c1fab763961c60","Norwegian Research Center for Computers and Law, Faculty of Law, University of Oslo, Norway","Liu, Y., Norwegian Research Center for Computers and Law, Faculty of Law, University of Oslo, Norway","This paper examines and compares the existing privacy instruments of VIS and US-VISIT systems in addressing the specific legal issues and challenging the privacy-invasive behaviour in the world of biometrics. A biometric scenario is presented to give a vision of a future society in 5 years from now when biometric technology is more widely used. The objective here is to open up the scope of considering the potential legal risks of the use of biometrics, based upon the present passport and visa application plans in the EU and USA. © 2011 Dr Yue Liu. Published by Elsevier Ltd. All rights reserved.","Biometric systems; Border control; Privacy; RFID; US-VISIT; Visa information system","Biometric systems; Border control; Privacy; RFID; US-VISIT; Visa information system; Cryptography; Information systems; Biometrics",,,,,,,,,,,,"Liu, Y.; Norwegian Research Center for Computers and Law, Norway; email: yuli@jus.uio.no",,,02673649,,CLSRE,,"English","Comput Law Secur. Rev.",Article,"Final","",Scopus,2-s2.0-79551563264
"Boutellier R., Heinzen M., Raus M.","24074375700;55925744300;24832516000;","Paradigms, science, and technology: The case of e-customs",2010,"Cases on Technology Innovation: Entrepreneurial Successes and Pitfalls",,,,"134","155",,1,"10.4018/978-1-61520-609-4.ch007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899215683&doi=10.4018%2f978-1-61520-609-4.ch007&partnerID=40&md5=596c5baf39f79b40b892fd9bb71d5b78","Technology and Innovation Management, Department of Management, Technology, and Economics (D-MTEC), ETH Zurich, Switzerland","Boutellier, R., Technology and Innovation Management, Department of Management, Technology, and Economics (D-MTEC), ETH Zurich, Switzerland; Heinzen, M., Technology and Innovation Management, Department of Management, Technology, and Economics (D-MTEC), ETH Zurich, Switzerland; Raus, M., Technology and Innovation Management, Department of Management, Technology, and Economics (D-MTEC), ETH Zurich, Switzerland","This chapter explores the concept of paradigms, science, and technology in the context of information technology (IT). Therefore, the linear model of Francis Bacon and Thomas Kuhn's notion of scientific paradigms are reviewed. This review reveals that the linear model has to be advanced, and supports the adoption of Kuhnian ideas from science to technology. As IT paradigms transform business processes, a five-level concept is introduced for deriving managerial implications and guidelines. Within the case of e-customs, a European-funded project tries to ease border security and control by adopting a common standardized e-customs solution across the public sector in Europe. The rise of the IT paradigm within customs and its effect on business operations will be explained. This chapter contributes to the research in diffusion and adoption of innovation using science progress and the interplay of science and technology as dominant concepts. © 2010, IGI Global.",,,,,,,,,,,,,,"Technology and Innovation Management, Switzerland",,"IGI Global",,9781615206094,,,"English","Cases on Technol. Innov.: Entrepreneurial Successes and Pitfalls",Book Chapter,"Final","",Scopus,2-s2.0-84899215683
