Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Orrù E.","54397457300;","Surveillance and power in the EU [Sorveglianza e potere nella Unione europea]",2015,"Filosofia Politica","6","3",,"459","474",,,"10.1416/81386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949203833&doi=10.1416%2f81386&partnerID=40&md5=6cc2569d5fc291229408f16ade6689ce","Centre for Security and Society / Husserl-Archiv, Albert-Ludwigs-Universität, Freiburg, Postfach 117, Freiburg, D-79098, Germany","Orrù, E., Centre for Security and Society / Husserl-Archiv, Albert-Ludwigs-Universität, Freiburg, Postfach 117, Freiburg, D-79098, Germany","Surveillance, understood as the collection of information about populations for supervision purposes, is a critical technique of social control. As such, it can reveal important features of the power that exercises it. The article analyses two contemporary surveillance measures in Europe: the Schengen Information System and the Directive 2006/24/EC on data retention. The analysis aims to identify the structural characteristics of the changing power of the EU and the role security plays in it. The main thesis is that security is a key element of the legitimacy claim of the expanding power of the EU. © 2015 Società editrice Il Mulino.","European Union; Legitimacy; Power; Surveillance",,"Orrù, E.; Centre for Security and Society / Husserl-Archiv, Postfach 117, Germany; email: elisa.orru@philosophie.uni-freiburg.de",,"Societa Editrice il Mulino",03947297,,,,"Italian","Filos. Polit.",Article,"Final","",Scopus,2-s2.0-84949203833
"Panourgias N.S.","8588087800;","Capital markets integration: A sociotechnical study of the development of a cross-border securities settlement system",2015,"Technological Forecasting and Social Change","99",,,"317","338",,13,"10.1016/j.techfore.2015.02.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947032697&doi=10.1016%2fj.techfore.2015.02.014&partnerID=40&md5=c2a586767f67111b955eceaf64294790","School of Management, University of Leicester, Leicester, LE1 7RH, United Kingdom","Panourgias, N.S., School of Management, University of Leicester, Leicester, LE1 7RH, United Kingdom","Digital information and communications technologies (ICTs) are transforming capital markets. The integration of capital markets is seen as one such area of transformation. The research presented in this article studies one integration initiative that took shape around the proposed combination of a number of key European securities marketplaces through the development of a cross-border settlement system. Taking a sociotechnical approach, the research presents the positions of the key actants identified in relation to key controversies regarding the development of the settlement system and shows how the relations between the controversies and the positions of the actants involved in them evolve. By examining the role of ICTs in the evolution of these relations, the study seeks to illuminate the complex causalities between the social and technical aspects of cross-border capital market integration. The article argues that in addition to enabling the interconnecting of an expanded set of transacting parties, ICTs bring important cognitive dimensions that enable the inspiration, planning, and foresight necessary for both developers and market participants to formulate their plans, strategies, and positions vis-à-vis the expanded and transformed marketplace arrangements. © 2015 Elsevier Inc.","CSDs; Globalisation; Integration; Marketplace; Markets; Securities; Settlement; Technology","Financial markets; Integration; Marketing; Mobile security; Technology; CSDs; Globalisation; Marketplace; Securities; Settlement; Commerce; capital market; economic integration; globalization; information and communication technology","Panourgias, N.S.; School of Management, United Kingdom; email: np220@le.ac.uk",,"Elsevier Inc.",00401625,,,,"English","Technol. Forecast. Soc. Change",Article,"Final","",Scopus,2-s2.0-84947032697
"Dijstelbloem H., Broeders D.","56159424200;17433346100;","Border surveillance, mobility management and the shaping of non-publics in Europe",2015,"European Journal of Social Theory","18","1",,"21","38",,50,"10.1177/1368431014534353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923326662&doi=10.1177%2f1368431014534353&partnerID=40&md5=04ef1bd49ec2f5300f7330bc57f16e7f","University of Amsterdam, Netherlands; Erasmus University Rotterdam, Netherlands","Dijstelbloem, H., University of Amsterdam, Netherlands; Broeders, D., Erasmus University Rotterdam, Netherlands","Social sorting of migrants and travellers based on data stored in information systems is at the centre of border controls and mobility management in Europe. Recent literature finds that the inclusion-exclusion distinction is insufficiently equipped to do justice to the variety of classifications that is being applied. Instead, a proliferation of refined categorizations determines the outcome of visa and permit applications. This article explores the ‘administrative ecology’ in between the two extremes of inclusion and exclusion. It claims information technologies encourage the emergence of an intermediary category of ‘non-publics’ situated between the level of groups and the level of individuals. The ontological and normative status of these ‘non-publics’ will be analysed by using some key notions of Actor-Network Theory. © The Author(s) 2014.","actor-network theory; border control; migration; mobility; ontology; technology",,"Dijstelbloem, H.; Department of Philosophy, Oude Turfmarkt 141, Netherlands; email: H.O.Dijstelbloem@uva.nl",,"SAGE Publications Ltd",13684310,,,,"English","Eur. J. Soc. Theory",Article,"Final","",Scopus,2-s2.0-84923326662
"Pedersen M.J.","56939928900;","The intimate relationship between security, effectiveness, and legitimacy: a new look at the Schengen compensatory measures",2015,"European Security","24","4",,"541","559",,3,"10.1080/09662839.2015.1014808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050001116&doi=10.1080%2f09662839.2015.1014808&partnerID=40&md5=ea5dcdbde7a4c39a8b66d0ac20601b1c","Department of Political Science, University of Copenhagen, Copenhagen, Denmark","Pedersen, M.J., Department of Political Science, University of Copenhagen, Copenhagen, Denmark","The so-called Schengen compensatory measures such as the Schengen Information System (SIS) or the European Dactylographic System (Eurodac) have been the centre of much attention. However, the research on these security measures has focused almost solely on their effect on liberty, human rights, and the like. Not much attention has been given to the actual effectiveness of the security remedies taken in the European Union (EU) to compensate for the abolition of border controls, despite effectiveness being an obvious source of legitimacy in the realm of security. This article takes a first step in the direction of correcting this neglect and develops the foundations for an analytical framework focusing on effectiveness and legitimacy. The framework is illustrated through a minor analysis of the legal and institutional set-up of SIS and Eurodac as examples pointing to sources of ineffectiveness in the very set-up of the databases. © 2015 Taylor & Francis.","effectiveness; Eurodac; European Union; legitimacy; output; security; SIS",,"Pedersen, M.J.; Department of Political Science, Denmark; email: mjp@ifs.ku.dk",,"Taylor and Francis Ltd.",09662839,,,,"English","Eur. Secur.",Article,"Final","",Scopus,2-s2.0-85050001116
"Pirinen R.","36617552900;","Studies of integration readiness levels: Case shared maritime situational awareness system",2014,"Proceedings - 2014 IEEE Joint Intelligence and Security Informatics Conference, JISIC 2014",,,"6975575","212","215",,5,"10.1109/JISIC.2014.79","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920261461&doi=10.1109%2fJISIC.2014.79&partnerID=40&md5=6c7f930350c331c5505a5a8ce1ea0317","Laurea University of Applied Sciences, Espoo, Finland","Pirinen, R., Laurea University of Applied Sciences, Espoo, Finland","The research question of this study is: How Integration Readiness Level (IRL) metrics can be understood and realized in the domain of border control information systems. The study address to the IRL metrics and their definition, criteria, references, and questionnaires for validation of border control information systems in case of the shared maritime situational awareness system. The target of study is in improvements of ways for acceptance, operational validation, risk assessment, and development of sharing mechanisms and integration of information systems and border control information interactions and collaboration concepts in Finnish national and European border control domains. © 2014 IEEE.","integration; integration readiness levels; maturity; pre-operational validation; situational awareness","Bioinformatics; Information systems; Information use; Risk assessment; Surveys; Border control; Integration readiness; maturity; Operational validation; Research questions; Sharing mechanism; Situational awareness; Situational awareness systems; Integration","Pirinen, R.; Laurea University of Applied SciencesFinland",,"Institute of Electrical and Electronics Engineers Inc.",,9781479963645,,,"English","Proc. - IEEE Jt. Intell. Secur. Informatics Conf., JISIC",Conference Paper,"Final","",Scopus,2-s2.0-84920261461
"Li G., Yang B., Busch C.","55871431000;7404472502;7101767185;","A score-level fusion fingerprint indexing approach based on minutiae vicinity and minutia cylinder-code",2014,"2nd International Workshop on Biometrics and Forensics, IWBF 2014",,,"6914238","","",,15,"10.1109/IWBF.2014.6914238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934324022&doi=10.1109%2fIWBF.2014.6914238&partnerID=40&md5=11024d5867d69874a8a0309f1ec954ec","Norwegian Information Security Laboratory, Gjøvik University College, Norway","Li, G., Norwegian Information Security Laboratory, Gjøvik University College, Norway; Yang, B., Norwegian Information Security Laboratory, Gjøvik University College, Norway; Busch, C., Norwegian Information Security Laboratory, Gjøvik University College, Norway","Due to the uniqueness and permanence properties of the biometric fingerprint characteristic, large scale in border control and governmental applications such as the Visa Information System (VIS) in Europe, US-VISIT / IDENT system in the USA and the Aadhaar project in India are based on fingerprint recognition. These systems generally contain millions of fingerprint samples. In order to improve the efficiency in seeking for suitable candidate reference data in such large-scale databases, studying indexing techniques for fingerprints is desirable. In this paper, we design a new indexing method using the features extracted from minutia details including location, direction and ridge information. Then a score-level fusion indexing approach is proposed by combing this new method with the minutia cylinder-code (MCC) indexing method. The results demonstrate the improvement of the proposed approach based on experiments on several public fingerprint databases. © 2014 IEEE.","biometric database; fingerprint indexing; minutia cylinder-code; minutiae vicinity","Biometrics; Codes (symbols); Cylinders (shapes); Database systems; Biometric database; Fingerprint indexing; Fingerprint Recognition; Governmental applications; Large-scale database; Minutia cylinder codes; minutiae vicinity; Visa information systems; Indexing (of information)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781479943708,,,"English","Int. Workshop Biom. Forensics, IWBF",Conference Paper,"Final","",Scopus,2-s2.0-84934324022
[No author name available],[No author id available],"Proceedings of the International Conferences on Interfaces and Human Computer Interaction 2014, Game and Entertainment Technologies 2014 and Computer Graphics, Visualization, Computer Vision and Image Processing 2014 - Part of the Multi Conference on Computer Science and Information Systems, MCCSIS 2014",2014,"Proceedings of the International Conferences on Interfaces and Human Computer Interaction 2014, Game and Entertainment Technologies 2014 and Computer Graphics, Visualization, Computer Vision and Image Processing 2014 - Part of the Multi Conference on Computer Science and Information Systems, MCCSIS 2014",,,,"","",422,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929438819&partnerID=40&md5=385ca5127d71cf9a47866fb98c2ed1e1",,"","The proceedings contain 63 papers. The topics discussed include: the second screen becoming the first? an exploratory study of emerging multi-screening practices; insights from user studies for the graphical user interface design of a surgical operation robot; automated border control: a comparative usability study at two European airports; interactions of participants during mobile development of a healthcare application; scaffolding sustainability in the academic HCID practice; preconditions and design requirements for touch-screen control panels for intellectually disabled persons working with CNC machines; a review of the practical capacities and user perception of the sixth-sense devices; new teaching methods applied in computer science teaching; and embracing diversity through inclusive learning.",,,,"Blashki K.Xiao Y.","IADIS",,9789898533227,,,"English","Proc. Int. Conf. Interfaces Hum. Comput. Interact., Game Entertain. Technol. Comput. Graph., Vis., Comput. Vis. Image Process. - Part Multi Conf. Comput. Sci. Inf. Syst., MCCSIS",Conference Review,"Final","",Scopus,2-s2.0-84929438819
"Hisakawa N., Jankowski P., Paulus G.","55756258900;7006061530;55832188900;","Mapping the porosity of international border to pedestrian traffic: A comparative data classification approach to a study of the border region in Austria, Italy, and Slovenia",2013,"Cartography and Geographic Information Science","40","1",,"18","27",,4,"10.1080/15230406.2013.762141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878526735&doi=10.1080%2f15230406.2013.762141&partnerID=40&md5=9b2166fe26bb13061292165e3764613d","Department of Geography, San Diego State University, United States; Department of Geoinformation and Environmental Technologies, Carinthia University of Applied Sciences, United States; Institute of Geoecology and Geoinformation, Adam Mickiewicz University, Poland","Hisakawa, N., Department of Geography, San Diego State University, United States; Jankowski, P., Department of Geography, San Diego State University, United States, Institute of Geoecology and Geoinformation, Adam Mickiewicz University, Poland; Paulus, G., Department of Geoinformation and Environmental Technologies, Carinthia University of Applied Sciences, United States","National borders play an important role in everyday life. Interest in border studies has increased with recent changes in geographical locations of the border or the fluctuation of the permeability of the border between some countries, such as in the European Union. Whether the nations are trying to increase traffic flow of the border or to implement stricter border control, having appropriate information of the border is crucial for effective policymaking. The objective of this research was to identify areas of high porosity, or high permeability, for pedestrians along the southern national border region in Carinthia, Austria using terrain, land use, and road data along with geocomputational methods. Two unsupervised classification methods, the fuzzy K-means clustering and the Self-Organizing Map, were applied to segment the border into homogeneous zones according to topographic and infrastructural attributes. The fuzzy Kmeans clustering method was chosen for its ability to allow for a continuous approach to classification. With this method, an object can belong, with different degrees of membership, to multiple classes, which is a more realistic reflection of the natural world than discrete clustering, where each object can only belong to one class. However, the fuzzy K-means clustering method does have disadvantages, i.e. the user must determine the number of classes and the input parameters are required to be in continuous format. The second classification method, the Self-Organizing Map, is a type of artificial neural network and was chosen for its ability to automatically determine the number of classes and handle categorical data. The Self-Organizing Map is unique because it can transform high dimensional data into low dimensional display while preserving the topology and spatial distribution of the input parameters. The results of the two classification methods suggest that the fuzzy K-means classification is more effective than the Self-Organizing Map for this situation. However, more research is needed to determine the fit of these algorithms for particular spatial data classification tasks. The results obtained from this research provide an insight into the permeability of the border region of Carinthia, Slovenia, and Italy to pedestrian traffic and can be potentially useful for decision making processes for tourism development and road transportation management in that region. Furthermore, the approach presented in this article can be applied to other national borders to identify zones permeable to pedestrian traffic. © 2013 Cartography and Geographic Information Society.","Border studies; GIS; Spatial clustering; Spatial decision support; Visual analytics","Border studies; Classification methods; Decision making process; Geographical locations; Spatial clustering; Spatial Decision Support; Unsupervised classification; Visual analytics; Cluster analysis; Clustering algorithms; Conformal mapping; Decision making; Decision support systems; Geographic information systems; Neural networks; Research; Research and development management; Data mining; algorithm; artificial neural network; border region; classification; comparative study; decision making; fuzzy mathematics; GIS; land use; pedestrian; policy making; road transport; terrain; territorial management; tourism development; transportation planning; Austria; Carinthia; Italy; Slovenia","Hisakawa, N.; Department of Geography, United States; email: nghisakawa@gmail.com",,,15230406,,CGSCF,,"English","Cartogr. Geogr. Inf. Sci",Article,"Final","",Scopus,2-s2.0-84878526735
"Scheel S.","55762175200;","Autonomy of Migration Despite Its Securitisation? Facing the Terms and Conditions of Biometric Rebordering",2013,"Millennium: Journal of International Studies","41","3",,"575","600",,60,"10.1177/0305829813484186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878871306&doi=10.1177%2f0305829813484186&partnerID=40&md5=4298d03a540dc968e4be56ff25871bbf","Department of Political and International Studies (POLIS), Faculty of Social Sciences, The Open University, Walton Hall, Milton Keynes MK7 6AA, United Kingdom","Scheel, S., Department of Political and International Studies (POLIS), Faculty of Social Sciences, The Open University, Walton Hall, Milton Keynes MK7 6AA, United Kingdom","This article reconsiders the concept of autonomy of migration in the context of technologically ever-more sophisticated border regimes by focusing on the case of biometric rebordering. As its name suggests, the concept of autonomy of migration's core thesis proposes that migratory movements yield moments of autonomy in regards to any attempt to control and regulate them. Yet, the concept of autonomy of migration has been repeatedly accused of being based on and contributing to a romanticisation of migration. After outlining two advantages the concept of autonomy of migration offers for the analysis of biometric border regimes, I demonstrate that processes of biometric rebordering increase the warranty of the two allegations, which feed this major critique. Drawing on examples relating to the Visa Information System, I show that processes of biometric rebordering alter the practical terms and material conditions for moments of autonomy of migration to such an extent that it becomes necessary to rethink not only some of the concept of autonomy of migration's central features, but the notion of autonomy itself. In the final section, I therefore point out some directions to develop the concept of autonomy of migration as an approach, which is better equipped to investigate today's struggles of migration without being prone to the critique of implicating a romanticisation of migration. © The Author(s) 2013.","Autonomy of migration; biometric rebordering; securitisation; security dispositif; situated knowledge",,"Scheel, S.; Department of Political and International Studies (POLIS), Walton Hall, Milton Keynes MK7 6AA, United Kingdom; email: stephan.scheel@open.ac.uk",,,03058298,,,,"English","Millennium J. Int. Stud.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84878871306
"Dóczi Z.","55753415900;","The development, the integration and the assessment of the existing large-scale IT systems in the area of freedom, security and justice",2013,"Acta Juridica Hungarica","54","2",,"164","183",,,"10.1556/AJur.54.2013.2.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878434229&doi=10.1556%2fAJur.54.2013.2.4&partnerID=40&md5=f1d5f222bf328bf188029114e1b130db","Corvinus University of Budapest, Faculty of Social Sciences, Institute for International Studies, Közraktár u. 4-6, H-1093 Budapest, Hungary","Dóczi, Z., Corvinus University of Budapest, Faculty of Social Sciences, Institute for International Studies, Közraktár u. 4-6, H-1093 Budapest, Hungary","The abolishment of the internal border checks and the common procedures at the external borders fosters the decision-making of the European Union to establish large-scale IT systems in the area of freedom, security and justice. The decrease of the security deficit by the control of immigration flow consists of three endeavours: the common border control policy, the common visa policy and the common asylum policy. The aim of this paper is to analyse and evaluate the development of the operational management of large-scale IT systems in the area of freedom, security and justice. The development process of these systems is not more than their integration into the so-called IT Agency. This new regulatory agency was established in January 2012. It has merged the operational management tasks of the further developed version of SIS (the SIS II), VIS and EURODAC and it is flexible to add other existing and potential new systems. Hence, the added-value of the IT Agency is to be assessed, since new technologies shall be harnessed to meet the requirements of enhancing security and facilitating travel at the external borders.","facilitate travel; information power; large-scale IT systems; Schengen; security deficit",,"Dóczi, Z.; Corvinus University of Budapest, Közraktár u. 4-6, H-1093 Budapest, Hungary",,,12162574,,,,"English","Acta Juridica Hung.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84878434229
"Vukov T., Sheller M.","57209672114;6603548368;","Border work: Surveillant assemblages, virtual fences, and tactical counter-media",2013,"Social Semiotics","23","2",,"225","241",,46,"10.1080/10350330.2013.777592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878145168&doi=10.1080%2f10350330.2013.777592&partnerID=40&md5=2dfbcb15748daa9b4db8e12dcf03078b","Department of Communication, Université de Montréal, Quebec, Canada; Center for Mobilities Research and Policy, Drexel University, Philadelphia, PA, United States","Vukov, T., Department of Communication, Université de Montréal, Quebec, Canada; Sheller, M., Center for Mobilities Research and Policy, Drexel University, Philadelphia, PA, United States","The new technologies of bio-informatic border security and remote surveillance that have emerged as key infrastructures of reconfigured mobility regimes depend on various kinds of labor to produce the effect of bordering. The current retrofitting and technological remediation of borders suggests their transformation away from static demarcators of hard territorial boundaries toward much more sophisticated, flexible, and mobile devices of tracking, filtration, and exclusion. Borders require the labor of software developers, designers, engineers, infrastructure builders, border guards, systems experts, and many others who produce the ""smart border""; but they also depend on the labor of ""data-ready"" travelers who produce themselves at the border, as well as the underground labor of those who traffic in informal and illegalized economies across such borders. Bordering increasingly relies on technological forms of mediation that are embedded within hi-tech, military and private corporate logics, but are also resisted by electronic and physical ""hacks"" or bypassing of informational and infrastructural architectures. In this paper we consider three socio-technological assemblages of the border, and the labor which makes and unmakes them: (1) the interlocking ""cyber-mobilities"" of contemporary airports including visual technologies for baggage, cargo, and passenger inspection, as well as information technologies for passenger dataveillance, air traffic control, and human resource systems; (2) the development of the Schengen Information System database of the EU, and its implications for wider migrant rights and internal mobility within the EU, as well as radical border media that have attempted to intervene in that border space; and (3) elements of the US-Mexico ""smart border"" regime known as the Secure Border Initiative Network (2006-2011), and those who have tried to tactically evade, disrupt, or undermine the working of this border. © 2013 Copyright Taylor and Francis Group, LLC.","bio-informatics; mobility; security; smart border; tactical media",,"Vukov, T.; Department of Communication, , Quebec, Canada; email: tamara.vukov@umontreal.ca",,,10350330,,,,"English","Soc. Semiot",Article,"Final","",Scopus,2-s2.0-84878145168
"Soltysik-Piorunkiewicz A., Banasikowska J.","56568333900;57194165796;","Interoperability and standardization of e-Government ubiquitous systems in the EU member states",2013,"Proceedings of the European Conference on e-Government, ECEG",,,,"481","490",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940855586&partnerID=40&md5=4cf5d7b3c8c2c60b1b8401378d43d033","University of Economics in Katowice, Faculty of Informatics and Communication, Department of Informatics, Katowice, Poland","Soltysik-Piorunkiewicz, A., University of Economics in Katowice, Faculty of Informatics and Communication, Department of Informatics, Katowice, Poland; Banasikowska, J., University of Economics in Katowice, Faculty of Informatics and Communication, Department of Informatics, Katowice, Poland","The ability of public administration to perform public tasks by electronic means is an important factor in the assessment of the quality of its operation and a condition of achieving progress in building the information society. This can be achieved only by a close collaboration between information systems of public administration bodies in mutual relations and in relations with natural persons and businesses. The prerequisite is achieving the interoperability between the systems. Interoperable, basic infrastructural services (secure communication between administration bodies, cross-border access to files), common specifications, guidelines for interoperability and reusable software are the basic factors in an effective electronic administration. Works are underway to adopt an updated version of European interoperability framework, support and popularize interoperable services of electronic administration, based on standards, open specifications and interfaces. The paper presents the conception of interoperability and standardization of ubiquitous systems e-Government in the European Union member states. It defines the term ""interoperability"". It discusses three levels of assessing interoperability: technology, systems and tasks. The interoperability standards are considered in three aspects: technical, organizational and semantic. Examples of the European Union countries with the most developed interoperability frameworks are provided. There is an overview of e-services in e-Government ubiquitous systems in Poland as well as examples of using interoperability to deliver e-services online. In order to examine the functionality of e- Government ubiquitous information systems, we reviewed the systems offered by the public administration sector in Poland for delivering e-services in e-Administration. The examination covered: ePUAP as a selected example of a ubiquitous system in public administration in Poland, OST 112 - emergency call system, SI PR - integration of services for assistance delivery, Prezydencja - Polish Presidency information system, SIS and VIS - Schengen information and visa system, ePosterunek - Police management system. © The Authors, 2013.","E-Government ubiquitous systems; E-services; Interoperability; Standardization","Computer software reusability; Electronic document exchange; Government data processing; Information management; Information systems; Management information systems; Online systems; Public administration; Semantics; Specifications; Standardization; E- services; Emergency call systems; European Union countries; Integration of services; Interoperability framework; Interoperable services; Ubiquitous information systems; Ubiquitous systems; Interoperability",,"Castelnovo W.Ferrari E.","Academic Conferences Limited",20491034,9781909507227,,,"English","Proc. European Conf. on e-Gov., ECEG",Conference Paper,"Final","",Scopus,2-s2.0-84940855586
"De Ceuster J., Hermsen R., Mastaglio M., Nennstiel R.","57060389600;23038653000;54901981000;6507166227;","A discussion on the usefulness of a shared European ballistic image database",2012,"Science and Justice","52","4",,"237","242",,11,"10.1016/j.scijus.2011.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867646944&doi=10.1016%2fj.scijus.2011.12.003&partnerID=40&md5=6ee3bee747de0760861c7c572e2cd381","Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, B-1120 Brussels, Belgium; Nederlands Forensisch Instituut, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Bundeskriminalamt, Thaerstr.11, 65719 Wiesbaden, Germany","De Ceuster, J., Nationaal Instituut voor Criminalistiek en Criminologie, Vilvoordsesteenweg 100, B-1120 Brussels, Belgium; Hermsen, R., Nederlands Forensisch Instituut, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Mastaglio, M., Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; Nennstiel, R., Bundeskriminalamt, Thaerstr.11, 65719 Wiesbaden, Germany","The introduction of electronic systems into the comparison of weapon marks in the mid 1990s caused a revolution in the discipline of ""forensic ballistics"". Most European states now use this technology to search their national open case files. Globalisation of crime and the loss of effective border controls have made the idea of a unified European ballistic system seem logical. The article critically considers the requirements and possible outcomes of such a system. Based on the experience of forensic practitioners it seems probable that a shared European electronic ballistic system will be of a very limited value at present. Further improvements of existing systems to reach compatibility are encouraged. © 2011 Forensic Science Society.","Cross-border comparison; European ballistic database; Firearm identification; Firearms; Open case file","article; ballistics; Europe; firearm; forensic identification; forensic science; human; information system; Databases, Factual; Europe; Forensic Ballistics; Humans; International Cooperation","Mastaglio, M.; Forensic Science Service, 109 Lambeth Road, London SE1 7LP, United Kingdom; email: mark.mastaglio@fss.pnn.police.uk",,,13550306,,,"23068774","English","Sci. Justice",Article,"Final","",Scopus,2-s2.0-84867646944
"Kneidinger P., Schwaiger M.","55488844100;36169398500;","Evaluation and monitoring of fingerprint acquisitions for the European Visa Information System experiences from Austria",2012,"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",,,"6313534","","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869389461&partnerID=40&md5=13937b416ae21437fd6ebc19d3038929","Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; Secunet Security Networks AG, Kronprinzenstrae 30, 45128 Essen, Germany","Kneidinger, P., Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; Schwaiger, M., Secunet Security Networks AG, Kronprinzenstrae 30, 45128 Essen, Germany","The Biometric Evaluation Authority (BEA) concept allows to evaluate and monitor fingerprint acquisitions with regard to the European Visa Information System (VIS). In Austria, a BEA implementation was installed in order to evaluate the quality of the acquired fingerprints, the duration of the fingerprint acquisition process, the number of captures conducted and the results of fingerprint record uniqueness checks. This paper introduces the concept of the BEA and presents results of the Austrian visa application process achieved in the first months of the VIS in operation. © 2012 Gesellschaft fr Informatik.",,"Application process; Austria; Biometric Evaluation; Fingerprint acquisition; Fingerprint records; Visa information systems; Biometrics; Information systems; Mergers and acquisitions; Quality control","Kneidinger, P.; Austrian Federal Ministry for European and International Affairs, Minoritenplatz 8, A-1014 Wien, Austria; email: peter.kneidinger@bmeia.gv.at",,,,9783885792901,,,"English","Proc. Int. Conf. Biom. Spec. Interest Group, BIOSIG",Conference Paper,"Final","",Scopus,2-s2.0-84869389461
[No author name available],[No author id available],"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",2012,"Proceedings of the International Conference of the Biometrics Special Interest Group, BIOSIG 2012",,,,"","",280,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869387557&partnerID=40&md5=d74a89a4ed841ea3e4b95784fc6e2590",,"","The proceedings contain 36 papers. The topics discussed include: evaluation and monitoring of fingerprint acquisitions for the European visa information system - experiences from Austria; a topology based approach to categorization of fingerprint images; multi-modal and multi-instance fusion for biometric cryptosystems; evaluation of automatic face recognition for automatic border control on actual data recorded of travellers at Schiphol airport; analysis of the acquisition process for keystroke dynamics; probabilistic matching pair selection for SURF-based person re-identification; model interpolation for eye localization using the discriminative generalized Hough transform; a novel crypto-biometric scheme for establishing secure communication sessions between two clients; unsupervised learning of face detection models from unlabeled image streams; and improving channel robustness in text-independent speaker verification using adaptive virtual cohort models.",,,,,,,9783885792901,,,"English","Proc. Int. Conf. Biom. Spec. Interest Group, BIOSIG",Conference Review,"Final","",Scopus,2-s2.0-84869387557
"Boehm F.","36008031200;","Information sharing and data protection in the area of freedom, security and justice: Towards harmonised data protection principles for information exchange at EU-level",2012,"Information Sharing and Data Protection in the Area of Freedom, Security and Justice: Towards Harmonised Data Protection Principles for Information Exchange at EU-Level","9783642223921",,,"1","467",,27,"10.1007/978-3-642-22392-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949175458&doi=10.1007%2f978-3-642-22392-1&partnerID=40&md5=791eb1cea90e3aedd171bff4d97a4870","University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Boehm, F., University of Luxembourg, Interdisciplinary Centre for Security, Reliability and Trust (SnT), 6, rue Richard Coudenhove Kalergi, Luxembourg","Privacy and data protection in police work and law enforcement cooperation has always been a challenging issue. Current developments in EU internal security policy, such as increased information sharing (which includes the exchange of personal data between European law enforcement agencies and judicial actors in the area of freedom, security and justice (Europol, Eurojust, Frontex and OLAF)) and the access of EU agencies, in particular Europol and Eurojust, to data stored in European information systems such as the SIS (II), VIS, CIS or Eurodac raise interesting questions regarding the balance between the rights of individuals and security interests. This book deals with the complexity of the relations between these actors and offers for the first time a comprehensive overview of the structures for information exchange in the area of freedom, security and justice and their compliance with data protection rules in this field. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",,,"Boehm, F.; University of Luxembourg, 6, rue Richard Coudenhove Kalergi, Luxembourg",,"Springer-Verlag Berlin Heidelberg",,9783642223921; 3642223915; 9783642223914,,,"English","Info. Shar. and Data Protect. in the Area of Freedom, Secty. and Justice: Towards Harmonised Data Protect. Principles for Info. Exch. at EU-Level",Book,"Final","",Scopus,2-s2.0-84949175458
